20180883,1.00
20180160,1.00
20180222,1.00
20140370,1.00
20190629,1.00
20180830,1.00
20160520,1.00
20180950,1.00
20190534,1.00
20190698,1.00
20180676,1.00
20170137,1.00
20190419,1.00
20170153,1.00
20170478,1.00
20140570,1.00
20180638,1.00
20190376,1.00
20190497,1.00
20170899,1.00
20180497,1.00
20190883,1.00
20190408,1.00
20190467,1.00
20180821,1.00
20160508,1.00
20170901,1.00
20180301,1.00
20190608,1.00
20170438,1.00
20150539,0.00
20170881,0.00
20190557,1.00
20180554,1.00
20160738,1.00
20160034,1.00
20170204,1.00
20180702,1.00
20170853,1.00
20170171,1.00
20180029,1.00
20180861,0.00
20150196,1.00
20170873,1.00
20170459,1.00
20190033,1.00
20180805,1.00
20160793,0.00
20180877,1.00
20190670,1.00
20180342,1.00
20180430,1.00
20190169,0.00
20180943,1.00
20180073,1.00
20180896,1.00
20190428,1.00
20190650,1.00
20180875,1.00
20190164,1.00
20170806,1.00
20190741,1.00
20180205,0.00
20170210,1.00
20190614,1.00
20160220,1.00
20180603,1.00
20170527,1.00
20180849,0.50
20190280,1.00
20150170,1.00
20190263,1.00
20170365,1.00
20180582,1.00
20140154,1.00
20190427,1.00
20190097,0.00
20170886,1.00
20180949,0.00
20190510,0.00
20180093,0.00
20190710,1.00
20190691,1.00
20180880,0.75
20180169,0.00
20180133,1.00
20180150,1.00
20180422,1.00
20180685,1.00
20180601,0.00
20170078,1.00
20180823,0.00
20150386,0.00
20180914,1.00
20180451,0.00
